manifest_version,dataset,source_url,source_page,zip_filename,zip_relative_path,zip_sha256,zip_size_bytes,txt_filename,txt_relative_work_path,txt_sha256,year,month,period_start,period_end,encoding_detected,encoding_detection_method,expected_record_length,min_record_length,max_record_length,total_rows,valid_length_rows,short_rows,long_rows,empty_rows,download_status,extraction_status,inspection_status,processed_at_utc,schema_version,overall_status
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_abril2026_01_02.zip,defunciones\movimientos\2026\04_abril\01_02\def_abril2026_01_02.zip,ae56335eb5cd9d2046f34dc281e8b9d3d9cfff148aa3f35315bf279ec7056d6d,20342,MOVWEBDEF.txt,defunciones\def_abril2026_01_02\MOVWEBDEF.txt,c81ef4e6717d5afc61448ac6b17aaf17b23c16bba8334ca6f29812dc1f53396b,2026,4,1,2,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,82,82,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.585876+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_abril2026_03_09.zip,defunciones\movimientos\2026\04_abril\03_09\def_abril2026_03_09.zip,c6d175a98b8317a123dbb28f4d794a44b509935d111f3628f1fec7a5c1ef2dab,32167,MOVWEBDEF.txt,defunciones\def_abril2026_03_09\MOVWEBDEF.txt,bcaba9ecf641e00f65659ee88096d95bc19a723b15ec72680b2f78efe156ca70,2026,4,3,9,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,503,503,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.591775+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_abril2026_10_16.zip,defunciones\movimientos\2026\04_abril\10_16\def_abril2026_10_16.zip,2d9e15201e894d43ea1fe15b98fd8a8462c96b68863643c60f88bbb984922dbd,40949,MOVWEBDEF.txt,defunciones\def_abril2026_10_16\MOVWEBDEF.txt,ce9f46ef297b911c0f7d2f7c24cc9ff632cfed3a79fcadac373a669a766656eb,2026,4,10,16,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,793,793,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.594454+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_abril2026_17_23.zip,defunciones\movimientos\2026\04_abril\17_23\def_abril2026_17_23.zip,05fe14a952ba47c813a915752b19c85d27d8bd6ed89d43c4e8e7c98fc8c7e5d6,34636,MOVWEBDEF.txt,defunciones\def_abril2026_17_23\MOVWEBDEF.txt,bc0799187431520d50c8417d19685a3a3137319e371b6c5fb302fe5db529100f,2026,4,17,23,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,549,549,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.601775+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_abril2026_24_30.zip,defunciones\movimientos\2026\04_abril\24_30\def_abril2026_24_30.zip,d1f33106e7b66839ce9a5972c190870ecf4dfe311dd8a321cac4f94d1996a0e3,50081,MOVWEBDEF.txt,defunciones\def_abril2026_24_30\MOVWEBDEF.txt,85fe3f144f8b3a1950d29c00c371d2462adc8f602d4067c2e85e033235fd1db4,2026,4,24,30,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,1105,1105,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.610471+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_agosto2026_01_06.zip,defunciones\movimientos\2026\08_agosto\01_06\def_agosto2026_01_06.zip,d833373e5140e7716c21707aaf9f03b4bbc46008e0e7da6c5f3af4a029b7311a,32883,MOVWEBDEF.txt,defunciones\def_agosto2026_01_06\MOVWEBDEF.txt,88f77decd7507715634fef7a805d44e9a1cc8382bd8c6224cff93ba7a2f3859b,2026,8,1,6,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,502,502,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.691778+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_febrero2026_01_05.zip,defunciones\movimientos\2026\02_febrero\01_05\def_febrero2026_01_05.zip,483f50f0ddeb3950a217588a02589713545bafada92bf5ffc3a7e871b2e9419c,27207,MOVWEBDEF.txt,defunciones\def_febrero2026_01_05\MOVWEBDEF.txt,b5b318c10b9c3d8e08a9fcc2058e6fff2b9609f9ddb9376aec52d2e8cb5c7966,2026,2,1,5,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,329,329,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.531707+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_febrero2026_06_12.zip,defunciones\movimientos\2026\02_febrero\06_12\def_febrero2026_06_12.zip,e98b8d26ebb9152697cd080f4d7fb1707b3ce678165522ca0641101f9b2db91f,36494,MOVWEBDEF.txt,defunciones\def_febrero2026_06_12\MOVWEBDEF.txt,0c308023d34afa633b0f1e5c571706add2c80f765f140f0b1d7f708e4df95ce1,2026,2,6,12,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,649,649,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.539154+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_febrero2026_13_19.zip,defunciones\movimientos\2026\02_febrero\13_19\def_febrero2026_13_19.zip,6bf75a1fb5fc4cf1216574176759e5c3dbd6ead097aaa45cf29bb7b1fb174561,41831,MOVWEBDEF.txt,defunciones\def_febrero2026_13_19\MOVWEBDEF.txt,fe5e76d1ca920aa5e55d0650b7c0746882f57dc243148dddb380db83a8ffcd8f,2026,2,13,19,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,826,826,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.543882+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_febrero2026_20_26.zip,defunciones\movimientos\2026\02_febrero\20_26\def_febrero2026_20_26.zip,ca99b9bf41da268a883baa525cd3ddc1aebbe0dc0edd76b04b0d1c6001a43151,38228,MOVWEBDEF.txt,defunciones\def_febrero2026_20_26\MOVWEBDEF.txt,a4a8d2f5fd5ecd82c77c590a9fb4afd871c810b0947e31e02bb5bd6600658e84,2026,2,20,26,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,705,705,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.548396+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_febrero2026_27_28.zip,defunciones\movimientos\2026\02_febrero\27_28\def_febrero2026_27_28.zip,265e5b7184d79cf86569965704e425b82907fb1b80e97aa7205c50aa3cc1b650,23695,MOVWEBDEF.txt,defunciones\def_febrero2026_27_28\MOVWEBDEF.txt,b367c3568c60edbf48b7ab3e4a238940cd5c6e7651beb934c8f5891a11415cb8,2026,2,27,28,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,198,198,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.553930+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_julio2026_01_02.zip,defunciones\movimientos\2026\07_julio\01_02\def_julio2026_01_02.zip,ecee4aa4fe6aa48b2073f8c5ba82613ec2619ff460a6ef1290268fede1fb72ed,21323,MOVWEBDEF.txt,defunciones\def_julio2026_01_02\MOVWEBDEF.txt,d7c0178fbbbba6de300401ba289d1b9695955bc70292a741a2c234c47efc6ba8,2026,7,1,2,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,111,111,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.666008+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_julio2026_03_09.zip,defunciones\movimientos\2026\07_julio\03_09\def_julio2026_03_09.zip,a5dc2bdba66de8ada74fae0e86db63df6237f3d1d94e0e0e40d0d7a6b6cdafb9,38121,MOVWEBDEF.txt,defunciones\def_julio2026_03_09\MOVWEBDEF.txt,43db2c758f3cb88d12a1c2f4e0c35bd298be114af8a08388a5d0fb46df934984,2026,7,3,9,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,687,687,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.673425+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_julio2026_10_16.zip,defunciones\movimientos\2026\07_julio\10_16\def_julio2026_10_16.zip,e9f4e5cd2d6e7f7405313401599d73b0675061bc1169f2e2683500639d4f209e,40060,MOVWEBDEF.txt,defunciones\def_julio2026_10_16\MOVWEBDEF.txt,7c7c91bbb02efac9e89cca1686483adb9bf8cdf80eb25f3a7e77e0eaf5208eb0,2026,7,10,16,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,748,748,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.673425+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_julio2026_17_23.zip,defunciones\movimientos\2026\07_julio\17_23\def_julio2026_17_23.zip,58ccb9a6fa1ec5865ccdc4e249f0941c40c26f979a01daf882e97a609e465e81,40186,MOVWEBDEF.txt,defunciones\def_julio2026_17_23\MOVWEBDEF.txt,7d8cd66467aa769e4f47c0bca27889eac159ee7e0d1941b68de94e77d3799dcd,2026,7,17,23,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,748,748,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.681624+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_julio2026_24_31.zip,defunciones\movimientos\2026\07_julio\24_31\def_julio2026_24_31.zip,d91660767cbe518b4c6f4b1106502462ee2d6c6f9925ef12a94e8d7b17f4537f,45828,MOVWEBDEF.txt,defunciones\def_julio2026_24_31\MOVWEBDEF.txt,6afd0ee986c49843a3435d4f3149d1d5dc153ffc754dc926c64f3176ad13371f,2026,7,24,31,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,923,923,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.688260+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_junio2026_01_04.zip,defunciones\movimientos\2026\06_junio\01_04\def_junio2026_01_04.zip,d350119bee3356ca5cf7cf449e5ee80a35ee8070ccdfea6421f9ef2c9ad2ae90,29626,MOVWEBDEF.txt,defunciones\def_junio2026_01_04\MOVWEBDEF.txt,a9d24f186b0b6da5a3bb0e4f2888b992ba511ab6b5cf0b2bac4af232946b93e0,2026,6,1,4,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,398,398,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.641743+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_junio2026_05_11.zip,defunciones\movimientos\2026\06_junio\05_11\def_junio2026_05_11.zip,f4a701b59429c1af4f6c4c0c380ebdb7c333b2d5e569c4e94edc9348eb505c82,36611,MOVWEBDEF.txt,defunciones\def_junio2026_05_11\MOVWEBDEF.txt,713cc227f47694b725b26e87b3946935bf658a97115727f3881f40b1bcc6847c,2026,6,5,11,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,635,635,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.646443+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_junio2026_12_18.zip,defunciones\movimientos\2026\06_junio\12_18\def_junio2026_12_18.zip,6a4e24bdb459151a265f252a7d03be6bd3ed0c012069bb3289487536d1024fcc,38045,MOVWEBDEF.txt,defunciones\def_junio2026_12_18\MOVWEBDEF.txt,a9e5450b3851fad11361e1b729526d48a05bf2380cb613defda7e64700e305b2,2026,6,12,18,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,679,679,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.651850+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_junio2026_19_25.zip,defunciones\movimientos\2026\06_junio\19_25\def_junio2026_19_25.zip,9531a9831a41691ca4225b182c152a5b36439721dce14471d2fd34deb1329e0a,39581,MOVWEBDEF.txt,defunciones\def_junio2026_19_25\MOVWEBDEF.txt,2346e5283a9658ef821c39767fb8e66365e46cb44e5be8b068625043f78b783e,2026,6,19,25,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,739,739,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.656327+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_junio2026_26_30.zip,defunciones\movimientos\2026\06_junio\26_30\def_junio2026_26_30.zip,c18c5b141537715466a44dc5b9ed31fa37ac48fe319dbbc1e079f76e08ac9deb,34898,MOVWEBDEF.txt,defunciones\def_junio2026_26_30\MOVWEBDEF.txt,192dc19608598aee188013ee6ce6742e50f0a062b27589c5633d2f7aad0235a6,2026,6,26,30,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,553,553,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.662020+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_marzo2026_01_05.zip,defunciones\movimientos\2026\03_marzo\01_05\def_marzo2026_01_05.zip,ae8ee27e04c49f3d0a16b9a3d03165873dffa0656e15ead443e312044643dc6f,31348,MOVWEBDEF.txt,defunciones\def_marzo2026_01_05\MOVWEBDEF.txt,e8162cff323aff2c5a68cff94066bfa4b23df8c57e7fe8046870e681c60c2fd3,2026,3,1,5,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,462,462,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.556494+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_marzo2026_06_12.zip,defunciones\movimientos\2026\03_marzo\06_12\def_marzo2026_06_12.zip,28af490c7440d68b8a42925982f5c74dcbccd78e66c1c08eac30e71451e19fda,40131,MOVWEBDEF.txt,defunciones\def_marzo2026_06_12\MOVWEBDEF.txt,16e42e24c1347b5c53f0e1ad043f68c782d5a60ceafff8e2586347a4edf433f9,2026,3,6,12,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,763,763,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.561803+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_marzo2026_13_19.zip,defunciones\movimientos\2026\03_marzo\13_19\def_marzo2026_13_19.zip,2319535b9dcd662b4062a42b2f9f6d4b9fd155224a83bdbc71720dc5329f6cc4,38351,MOVWEBDEF.txt,defunciones\def_marzo2026_13_19\MOVWEBDEF.txt,eafd0e9557ca77c2bf352c9859d9c5ecb57b0349c692340291009051d24c9cf8,2026,3,13,19,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,699,699,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.561803+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_marzo2026_20_26.zip,defunciones\movimientos\2026\03_marzo\20_26\def_marzo2026_20_26.zip,182751c4b824d827db7647176a3512b0d4de569b88396754d761d0ece5a42772,38114,MOVWEBDEF.txt,defunciones\def_marzo2026_20_26\MOVWEBDEF.txt,8f77f3015f8c8ff71d1cbb63ce34237c2a80bc53967d55cfee456bfb7c6d3b47,2026,3,20,26,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,687,687,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.577120+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_marzo2026_27_31.zip,defunciones\movimientos\2026\03_marzo\27_31\def_marzo2026_27_31.zip,e94896134d2469f725286facd126103c87cf110ae563c0e6e7b710442600f5b9,30770,MOVWEBDEF.txt,defunciones\def_marzo2026_27_31\MOVWEBDEF.txt,69e06e2665458775dd149e289e655df86571a92006cc794f31df1c331255495d,2026,3,27,31,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,451,451,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.581845+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_mayo2026_01_07.zip,defunciones\movimientos\2026\05_mayo\01_07\def_mayo2026_01_07.zip,399b52bca2649394fdc71eb85c349b0a208827abcb035e867aad550662d8c53a,34405,MOVWEBDEF.txt,defunciones\def_mayo2026_01_07\MOVWEBDEF.txt,8a18feb7c58f35fb6d2819c7cc8296e94c002000bb689a1e2698ed0dea7a6499,2026,5,1,7,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,562,562,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.615992+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_mayo2026_08_14.zip,defunciones\movimientos\2026\05_mayo\08_14\def_mayo2026_08_14.zip,55141c9ed3d78b82b9a0748b63492dae057c7fdda2f861ca2dc0df1f08ad53ca,36379,MOVWEBDEF.txt,defunciones\def_mayo2026_08_14\MOVWEBDEF.txt,34aa26b3950214b5d3f87d1231fa3c89d3d6f98d5d0adf2059b79f7ae69cf7fc,2026,5,8,14,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,624,624,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.619996+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_mayo2026_15_21.zip,defunciones\movimientos\2026\05_mayo\15_21\def_mayo2026_15_21.zip,dcc7d7cf4a606188d9386e0f6b12d93772c9f4a3f350e40f27cdcbea1cae7720,43331,MOVWEBDEF.txt,defunciones\def_mayo2026_15_21\MOVWEBDEF.txt,745af10ecfb447bc2c7e66c7aaf1be5f864fb2a1bf8ed688505cecea4462bbae,2026,5,15,21,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,883,883,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.623225+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_mayo2026_22_28.zip,defunciones\movimientos\2026\05_mayo\22_28\def_mayo2026_22_28.zip,f20945fd95d887f58c9a72fa38ec42ffb4cd43392700925ff9c4eb8b0fcfb013,39426,MOVWEBDEF.txt,defunciones\def_mayo2026_22_28\MOVWEBDEF.txt,6287a3908d40deb64530f3bcfe3fa1216829e5823c778ef3375a9237308adef2,2026,5,22,28,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,712,712,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.631845+00:00,1.0,OK
1.0,defunciones,,https://www.tse.go.cr/descarga_movimientos.html,def_mayo2026_29_31.zip,defunciones\movimientos\2026\05_mayo\29_31\def_mayo2026_29_31.zip,3e844db948d1ddcbc9e82c93e1fbd91c7802577b357ec919f55b6cd9ce140335,31016,MOVWEBDEF.txt,defunciones\def_mayo2026_29_31\MOVWEBDEF.txt,840466fbd9e65d0b2811d67d4d2f85f0ed9deb23962ff46514087bab54beb995,2026,5,29,31,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,191,191,191,414,414,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.631845+00:00,1.0,OK
1.0,matrimonios,,https://www.tse.go.cr/descarga_movimientos.html,mat_abril2026_01_02.zip,matrimonios\movimientos\2026\04_abril\01_02\mat_abril2026_01_02.zip,87d0eeeef2d54b7bc2828f879727ca09b4c2a0b664798c314f8a57d8667745ed,16501,MOVWEBMAT.txt,matrimonios\mat_abril2026_01_02\MOVWEBMAT.txt,0ccbc14bfd6dd39a23358f8efbd4c26b9492d8e29926e8b06ac3906ebfaff100,2026,4,1,2,utf-8,UTF8_STRICT,328,328,328,2,2,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.754875+00:00,1.0,OK
1.0,matrimonios,,https://www.tse.go.cr/descarga_movimientos.html,mat_abril2026_03_09.zip,matrimonios\movimientos\2026\04_abril\03_09\mat_abril2026_03_09.zip,677e8975edd5268f3f6fc308c78466cdec16e001b651e4bdd3d15ea859dac368,37969,MOVWEBMAT.txt,matrimonios\mat_abril2026_03_09\MOVWEBMAT.txt,e163844baace640a6378b6b05e548da95fa2452581933c1ec8a98a68ff52a119,2026,4,3,9,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,328,328,328,410,410,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.756326+00:00,1.0,OK
1.0,matrimonios,,https://www.tse.go.cr/descarga_movimientos.html,mat_abril2026_10_16.zip,matrimonios\movimientos\2026\04_abril\10_16\mat_abril2026_10_16.zip,46bdabe1730779afd660be96bf1eed9942fce695a7f69faa22fa4f76874cdb20,71163,MOVWEBMAT.txt,matrimonios\mat_abril2026_10_16\MOVWEBMAT.txt,8d081a6a38ae8c8389389b99fdd0491a56a24dac70d889507cb0755cb896dd9e,2026,4,10,16,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,328,328,328,1189,1189,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.761772+00:00,1.0,OK
1.0,matrimonios,,https://www.tse.go.cr/descarga_movimientos.html,mat_abril2026_17_23.zip,matrimonios\movimientos\2026\04_abril\17_23\mat_abril2026_17_23.zip,b7f00646402324c2dbddb219255267d3843d2564ccc74d14782ea6eb2a6297ec,71945,MOVWEBMAT.txt,matrimonios\mat_abril2026_17_23\MOVWEBMAT.txt,6c175ce41307c9b427fa2971e30dd8b00fb05817a604530d00810362fddd4930,2026,4,17,23,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,328,328,328,1216,1216,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.761772+00:00,1.0,OK
1.0,matrimonios,,https://www.tse.go.cr/descarga_movimientos.html,mat_abril2026_24_30.zip,matrimonios\movimientos\2026\04_abril\24_30\mat_abril2026_24_30.zip,aac205c7c13bd824d4b3f4d989855e77c57125d07a1f25e14e6e2ad5528f77ad,71860,MOVWEBMAT.txt,matrimonios\mat_abril2026_24_30\MOVWEBMAT.txt,da1b80ff6717e7ba085dcd2f11189991ab64af119b6ce86643607bce7d662792,2026,4,24,30,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,328,328,328,1210,1210,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.772985+00:00,1.0,OK
1.0,matrimonios,,https://www.tse.go.cr/descarga_movimientos.html,mat_agosto2026_01_06.zip,matrimonios\movimientos\2026\08_agosto\01_06\mat_agosto2026_01_06.zip,003a4865c9d1a5f9905fb1b81b807fa88e69e45cf6873dc95302aae104c160ed,48270,MOVWEBMAT.txt,matrimonios\mat_agosto2026_01_06\MOVWEBMAT.txt,2d41a025971c8c70fdb6907a5ceba5e448585bdcdc1fc6ff884f61c09962affe,2026,8,1,6,latin-1,SCHEMA_FALLBACK_AFTER_UTF8_FAILURE,328,328,328,697,697,0,0,0,ALREADY_PRESENT,ALREADY_EXTRACTED,INSPECTED,2026-09-06T00:06:47.851793+00:00,1.0,OK
